"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"4079",4079,"10-24",31.4509999998845,"alive","airbag","belted",1,"m",18,1998,1995,"deploy","pass",1,0,"2:104:2"
"4081",4081,"25-39",158.527999999002,"alive","airbag","belted",1,"m",22,1998,1997,"deploy","pass",1,1,"2:105:2"
"4083",4083,"25-39",89.734999999404,"alive","none","belted",1,"m",46,1998,1985,"unavail","driver",0,0,"2:108:1"
"4086",4086,"55+",27.561999999918,"alive","none","belted",0,"m",28,1998,1984,"unavail","driver",0,1,"2:110:1"
"4087",4087,"55+",27.561999999918,"alive","none","none",0,"m",33,1998,1984,"unavail","pass",0,3,"2:110:1"
"4089",4089,"25-39",86.4609999991953,"alive","none","none",1,"m",20,1998,1986,"unavail","driver",0,3,"2:113:1"
"4090",4090,"25-39",86.4609999991953,"alive","none","none",1,"m",22,1998,1986,"unavail","pass",0,3,"2:113:1"
"4092",4092,"10-24",251.690999999642,"alive","airbag","belted",1,"f",37,1998,1997,"deploy","driver",1,2,"2:114:2"
"4095",4095,"10-24",27.561999999918,"alive","airbag","belted",1,"m",38,1998,1995,"deploy","driver",1,2,"2:116:2"
"4097",4097,"25-39",152.04099999927,"alive","none","belted",1,"f",35,1998,1989,"unavail","driver",0,1,"2:117:1"
"4099",4099,"55+",21.8649999999907,"alive","none","belted",1,"m",28,1998,1988,"unavail","driver",0,3,"2:119:1"
"4102",4102,"25-39",22.7949999999255,"alive","none","belted",1,"m",18,1998,1993,"unavail","driver",0,0,"2:123:1"
"4103",4103,"10-24",22.7949999999255,"alive","none","belted",1,"m",44,1998,1992,"unavail","driver",0,1,"2:123:2"
"4105",4105,"40-54",21.8649999999907,"alive","none","none",1,"m",40,1998,1988,"unavail","driver",0,3,"2:125:2"
"4106",4106,"40-54",21.8649999999907,"alive","none","none",1,"f",49,1998,1988,"unavail","pass",0,3,"2:125:2"
"4108",4108,"10-24",121.908999999985,"alive","airbag","belted",0,"m",22,1998,1991,"nodeploy","pass",0,0,"2:126:1"
"4111",4111,"10-24",113.445999999531,"alive","none","none",1,"f",63,1998,1992,"unavail","pass",0,1,"2:128:2"
"4113",4113,"25-39",74.3619999997318,"alive","none","belted",1,"f",17,1998,1981,"unavail","driver",0,1,"2:130:1"
"4115",4115,"25-39",74.3619999997318,"alive","airbag","belted",1,"f",46,1998,1998,"deploy","pass",1,1,"2:130:2"
"4118",4118,"10-24",1910.65499998629,"alive","none","belted",1,"f",32,1998,1989,"unavail","driver",0,0,"2:135:2"
"4119",4119,"10-24",160.786999998614,"alive","airbag","belted",0,"f",59,1998,1992,"deploy","driver",1,1,"2:136:1"
"4121",4121,"10-24",160.786999998614,"alive","none","belted",1,"f",17,1998,1992,"unavail","driver",0,1,"2:137:1"
"4122",4122,"10-24",160.786999998614,"alive","airbag","belted",1,"m",35,1998,1990,"nodeploy","driver",0,0,"2:137:2"
"4124",4124,"25-39",37.2309999996796,"alive","none","belted",0,"f",17,1998,1989,"unavail","driver",0,3,"2:140:1"
"4127",4127,"40-54",653.419999994338,"alive","none","belted",1,"m",18,1998,1986,"unavail","driver",0,1,"2:143:1"
"4129",4129,"40-54",50.1629999997094,"alive","none","belted",1,"f",44,1998,1991,"unavail","driver",0,5,"2:144:2"
"4131",4131,"25-39",26.405999999959,"alive","none","belted",1,"m",27,1998,1995,"unavail","driver",0,2,"2:145:2"
"4134",4134,"25-39",229.117999998853,"alive","none","belted",0,"f",18,1998,1984,"unavail","pass",0,3,"2:147:2"
"4135",4135,"10-24",21.8649999999907,"dead","airbag","belted",1,"f",30,1998,1995,"deploy","driver",1,4,"2:148:1"
"4137",4137,"25-39",35.5439999997616,"alive","none","none",1,"m",41,1998,1991,"unavail","driver",0,1,"2:149:2"
"4138",4138,"25-39",35.5439999997616,"alive","none","none",1,"m",54,1998,1991,"unavail","pass",0,2,"2:149:2"
"4140",4140,"40-54",41.0079999999143,"alive","none","belted",1,"f",17,1998,1991,"unavail","pass",0,1,"2:154:1"
"4143",4143,"55+",68.9239999996498,"alive","none","none",1,"m",19,1998,1989,"unavail","pass",0,2,"2:155:1"
"4145",4145,"40-54",58.4319999995641,"alive","none","none",1,"m",49,1998,1986,"unavail","driver",0,3,"2:159:1"
"4147",4147,"10-24",31.4509999998845,"alive","airbag","belted",0,"f",26,1998,1996,"nodeploy","driver",0,3,"2:162:2"
"4150",4150,"10-24",90.8169999998063,"alive","none","none",0,"m",16,1998,1994,"unavail","pass",0,3,"2:163:2"
"4151",4151,"10-24",127.308999999426,"alive","none","belted",1,"m",80,1998,1988,"unavail","driver",0,3,"2:165:1"
"4153",4153,"10-24",0,"alive","airbag","belted",1,"f",29,1998,1998,"deploy","driver",1,0,"2:801:2"
"4154",4154,"10-24",11.4229999999516,"alive","none","belted",1,"m",41,1998,1987,"unavail","driver",0,1,"3:5:2"
"4156",4156,"25-39",206.563999999315,"alive","airbag","belted",1,"f",25,1998,1991,"deploy","driver",1,1,"3:7:2"
"4159",4159,"10-24",9.05899999989197,"alive","none","belted",0,"f",18,1998,1991,"unavail","pass",0,0,"3:8:1"
"4161",4161,"10-24",34.4479999998584,"alive","none","belted",0,"m",36,1998,1984,"unavail","driver",0,1,"3:14:2"
"4163",4163,"25-39",34.4479999998584,"alive","none","none",1,"m",47,1998,1986,"unavail","driver",0,3,"3:14:3"
"4166",4166,"10-24",316.70699999854,"alive","none","belted",1,"m",43,1998,1994,"unavail","driver",0,1,"3:21:2"
"4167",4167,"10-24",216.826999999583,"alive","none","none",0,"m",32,1998,1990,"unavail","driver",0,1,"3:25:1"
"4169",4169,"25-39",476.144999999553,"alive","airbag","belted",1,"m",40,1998,1997,"deploy","driver",1,5,"3:27:1"
"4170",4170,"10-24",476.144999999553,"alive","none","belted",0,"f",39,1998,1990,"unavail","driver",0,5,"3:27:2"
"4172",4172,"25-39",13.2839999999851,"alive","airbag","none",0,"m",19,1998,1999,"deploy","driver",1,1,"3:30:1"
"4175",4175,"25-39",171.429999999702,"alive","airbag","belted",1,"f",24,1998,1992,"deploy","driver",1,2,"3:38:1"
"4177",4177,"1-9km/h",197.852999998257,"alive","none","none",0,"m",44,1998,1988,"unavail","driver",0,1,"3:41:1"
"4179",4179,"10-24",9.05899999989197,"alive","airbag","none",1,"f",27,1998,1997,"deploy","driver",1,3,"3:52:1"
"4182",4182,"10-24",2115.17499998212,"alive","airbag","none",0,"m",49,1998,1993,"nodeploy","driver",0,1,"3:65:1"
"4183",4183,"10-24",2115.17499998212,"alive","airbag","none",0,"f",46,1998,1993,"nodeploy","pass",0,1,"3:65:1"
"4185",4185,"10-24",1444.92999999225,"alive","none","belted",1,"m",80,1998,1981,"unavail","driver",0,0,"3:71:1"
"4186",4186,"10-24",1444.92999999225,"alive","none","belted",1,"f",62,1998,1981,"unavail","pass",0,0,"3:71:1"
"4188",4188,"25-39",7.90699999994831,"alive","none","belted",1,"f",20,1998,1988,"unavail","pass",0,3,"3:72:1"
"4191",4191,"10-24",289.720999997109,"alive","none","belted",0,"m",46,1998,1987,"unavail","driver",0,1,"3:84:1"
"4193",4193,"25-39",0,"alive","airbag","none",1,"m",30,1998,1998,"deploy","pass",1,2,"3:801:1"
"4195",4195,"10-24",240.892999999225,"alive","airbag","belted",1,"m",72,1998,1992,"deploy","driver",1,0,"4:2:1"
"4198",4198,"25-39",76.089999999851,"alive","none","belted",1,"m",39,1998,1988,"unavail","driver",0,0,"4:6:1"
"4199",4199,"40-54",76.089999999851,"alive","airbag","belted",0,"f",75,1998,1996,"deploy","driver",1,2,"4:6:2"
"4201",4201,"10-24",50.7269999999553,"alive","airbag","belted",1,"f",38,1998,1995,"deploy","driver",1,1,"4:9:1"
"4202",4202,"10-24",50.7269999999553,"alive","airbag","belted",1,"f",21,1998,1995,"deploy","pass",1,1,"4:9:1"
"4204",4204,"10-24",105.654999999329,"alive","none","belted",1,"m",17,1998,1989,"unavail","driver",0,0,"4:10:1"
"4207",4207,"1-9km/h",612.519999995828,"alive","airbag","belted",0,"m",89,1998,1990,"deploy","driver",1,0,"4:11:1"
"4209",4209,"10-24",31.2209999999031,"alive","airbag","belted",0,"m",63,1998,1994,"deploy","driver",1,3,"4:13:1"
"4211",4211,"25-39",189.298999998719,"alive","airbag","belted",0,"m",17,1998,1992,"nodeploy","driver",0,1,"4:15:1"
"4214",4214,"10-24",15.5349999999162,"alive","airbag","belted",0,"f",42,1998,1996,"nodeploy","pass",0,3,"4:16:2"
"4215",4215,"10-24",78.4679999994114,"alive","airbag","belted",0,"f",33,1998,1994,"deploy","driver",1,1,"4:18:1"
"4217",4217,"10-24",163.434999998659,"alive","airbag","belted",1,"m",35,1998,1994,"deploy","driver",1,1,"4:19:1"
"4218",4218,"25-39",13.6139999999432,"alive","airbag","none",1,"f",26,1998,1993,"deploy","driver",1,3,"4:20:1"
"4220",4220,"25-39",34.4879999998957,"alive","none","none",0,"m",47,1998,1988,"unavail","driver",0,3,"4:21:1"
"4223",4223,"25-39",38.2549999998882,"alive","none","none",1,"m",82,1998,1981,"unavail","driver",0,2,"4:28:1"
"4225",4225,"40-54",10.7999999999302,"dead","none","none",0,"m",73,1998,1989,"unavail","driver",0,4,"4:32:1"
"4227",4227,"25-39",10.7999999999302,"alive","none","belted",1,"m",37,1998,1987,"unavail","driver",0,1,"4:32:2"
"4230",4230,"10-24",160.132999999449,"alive","none","belted",1,"f",29,1998,1987,"unavail","pass",0,2,"4:34:1"
"4231",4231,"10-24",39.7519999998622,"alive","none","none",0,"m",46,1998,1986,"unavail","driver",0,0,"4:38:1"
"4233",4233,"25-39",13.6139999999432,"alive","none","belted",1,"f",20,1998,1992,"unavail","driver",0,3,"4:41:1"
"4234",4234,"10-24",1703.5719999969,"alive","none","belted",1,"f",54,1998,1989,"unavail","driver",0,0,"4:43:3"
"4236",4236,"25-39",15.5349999999162,"alive","airbag","none",1,"m",42,1998,1995,"deploy","pass",1,3,"4:44:1"
"4239",4239,"25-39",13.6139999999432,"alive","none","belted",1,"m",34,1998,1986,"unavail","driver",0,2,"4:48:1"
"4241",4241,"10-24",40.4779999996535,"alive","none","belted",1,"f",21,1998,1988,"unavail","driver",0,3,"4:49:1"
"4243",4243,"10-24",1109.72299998999,"alive","airbag","belted",1,"m",50,1998,1998,"nodeploy","driver",0,0,"4:51:2"
"4246",4246,"10-24",701.845999993384,"alive","none","belted",1,"f",43,1998,1988,"unavail","driver",0,1,"4:55:1"
"4247",4247,"10-24",13.6139999999432,"alive","none","none",1,"f",17,1998,1988,"unavail","driver",0,3,"4:56:1"
"4249",4249,"25-39",987.213999994099,"alive","none","belted",0,"f",71,1998,1983,"unavail","pass",0,1,"4:57:1"
"4250",4250,"10-24",234.421999998391,"alive","none","belted",1,"f",74,1998,1987,"unavail","driver",0,1,"4:59:1"
"4252",4252,"55+",14.4309999999823,"alive","none","belted",1,"m",34,1998,1988,"unavail","driver",0,3,"4:61:1"
"4255",4255,"40-54",13.6139999999432,"alive","none","belted",1,"f",23,1998,1989,"unavail","driver",0,3,"4:65:1"
"4257",4257,"1-9km/h",15.5349999999162,"alive","none","belted",0,"m",72,1998,1991,"unavail","driver",0,0,"4:66:1"
"4259",4259,"10-24",15.5349999999162,"alive","airbag","belted",1,"f",65,1998,1996,"nodeploy","driver",0,3,"4:66:2"
"4262",4262,"10-24",422.619999997318,"alive","none","belted",1,"m",19,1998,1987,"unavail","pass",0,2,"4:67:1"
"4263",4263,"55+",13.6139999999432,"alive","none","belted",1,"f",22,1998,1986,"unavail","driver",0,3,"4:69:1"
"4265",4265,"55+",10.7999999999302,"dead","none","none",1,"m",49,1998,1978,"unavail","driver",0,4,"4:74:1"
"4266",4266,"55+",10.7999999999302,"alive","none","belted",1,"m",63,1998,1988,"unavail","driver",0,3,"4:74:2"
"4268",4268,"25-39",117.210999999195,"alive","airbag","belted",1,"f",81,1998,1991,"deploy","driver",1,1,"4:80:1"
"4271",4271,"10-24",529.979999996722,"alive","airbag","belted",1,"f",55,1998,1997,"nodeploy","driver",0,0,"4:81:2"
"4273",4273,"25-39",10.7999999999302,"dead","none","none",0,"m",37,1998,1986,"unavail","driver",0,4,"4:82:1"
"4275",4275,"10-24",47.9969999999739,"dead","none","belted",1,"f",68,1998,1988,"unavail","driver",0,3,"4:84:1"
"4278",4278,"25-39",15.5349999999162,"alive","airbag","belted",1,"f",18,1998,1995,"deploy","pass",1,3,"4:86:2"
"4279",4279,"10-24",39.3129999996163,"alive","airbag","belted",1,"m",38,1998,1998,"deploy","driver",1,0,"4:87:1"
"4281",4281,"10-24",474.702999997884,"alive","none","belted",0,"f",53,1998,1990,"unavail","driver",0,0,"4:89:2"
"4282",4282,"10-24",10.7999999999302,"alive","none","belted",1,"m",39,1998,1992,"unavail","driver",0,1,"4:90:2"
"4284",4284,"40-54",26.3539999998175,"alive","airbag","belted",0,"f",51,1998,1994,"nodeploy","driver",0,3,"4:92:2"
"4287",4287,"25-39",221.033999999985,"alive","none","belted",0,"f",17,1998,1989,"unavail","driver",0,0,"4:98:1"
"4289",4289,"10-24",43.2879999997094,"alive","airbag","none",0,"f",17,1998,1995,"deploy","driver",1,0,"4:99:2"
"4291",4291,"10-24",43.2879999997094,"alive","none","none",0,"m",68,1998,1990,"unavail","driver",0,3,"4:100:1"
"4294",4294,"55+",262.464999999851,"alive","none","none",1,"m",31,1998,1987,"unavail","pass",0,1,"4:101:2"
"4295",4295,"10-24",15.5349999999162,"alive","airbag","belted",1,"m",41,1998,1995,"nodeploy","driver",0,1,"4:103:1"
"4297",4297,"10-24",116.163999999873,"alive","airbag","belted",0,"f",46,1998,1995,"nodeploy","driver",0,1,"4:104:1"
"4298",4298,"10-24",116.163999999873,"alive","airbag","belted",0,"f",72,1998,1995,"nodeploy","pass",0,1,"4:104:1"
"4300",4300,"10-24",36.3829999999143,"alive","none","belted",1,"m",35,1998,1984,"unavail","driver",0,0,"4:106:1"
"4303",4303,"25-39",13.6139999999432,"alive","none","none",1,"m",18,1998,1986,"unavail","driver",0,0,"4:109:1"
"4305",4305,"55+",21.1529999999329,"alive","none","belted",1,"m",47,1998,1986,"unavail","driver",0,3,"4:114:2"
"4307",4307,"10-24",69.4639999996871,"alive","airbag","none",1,"m",19,1998,1997,"deploy","pass",1,2,"4:116:1"
"4310",4310,"25-39",117.268999999389,"alive","none","none",1,"m",17,1998,1987,"unavail","driver",0,0,"4:119:2"
"4311",4311,"10-24",63.4519999995828,"alive","none","none",1,"f",52,1998,1989,"unavail","driver",0,2,"4:121:1"
"4313",4313,"10-24",63.4519999995828,"alive","airbag","belted",1,"m",19,1998,1998,"deploy","pass",1,2,"4:121:2"
"4314",4314,"25-39",52.86699999962,"alive","airbag","belted",1,"f",20,1998,1995,"deploy","driver",1,3,"4:122:1"
"4316",4316,"10-24",662.287999995053,"alive","airbag","belted",0,"f",51,1998,1993,"nodeploy","driver",0,0,"4:125:2"
"4319",4319,"10-24",135.832999998704,"alive","none","none",1,"f",67,1998,1991,"unavail","pass",0,3,"4:130:1"
"4321",4321,"1-9km/h",201.701999999583,"alive","airbag","belted",0,"f",40,1998,1997,"nodeploy","pass",0,2,"4:132:2"
"4323",4323,"10-24",264.85699999705,"alive","airbag","belted",0,"m",44,1998,1997,"nodeploy","driver",0,1,"4:135:1"
"4326",4326,"40-54",23.0259999998379,"alive","airbag","belted",1,"m",69,1998,1997,"deploy","driver",1,3,"4:136:1"
"4327",4327,"40-54",23.0259999998379,"dead","airbag","belted",1,"f",72,1998,1997,"deploy","pass",1,4,"4:136:1"
"4329",4329,"10-24",1890.01199999452,"alive","airbag","belted",1,"f",33,1998,1998,"deploy","driver",1,0,"4:138:2"
"4330",4330,"10-24",1890.01199999452,"alive","airbag","belted",1,"m",34,1998,1998,"deploy","pass",1,0,"4:138:2"
"4332",4332,"40-54",13.6139999999432,"alive","none","belted",0,"f",16,1998,1987,"unavail","pass",0,1,"4:139:2"
"4335",4335,"40-54",0,"alive","airbag","none",1,"f",21,1998,1998,"deploy","driver",1,2,"4:801:1"
"4337",4337,"25-39",59.0779999997467,"dead","none","none",1,"m",20,1998,1994,"unavail","driver",0,3,"5:2:1"
"4339",4339,"40-54",59.0779999997467,"alive","none","belted",0,"f",62,1998,1987,"unavail","pass",0,2,"5:2:2"
"4342",4342,"40-54",31.8979999998119,"alive","none","belted",1,"m",37,1998,1988,"unavail","driver",0,3,"5:5:1"
"4343",4343,"10-24",21.1669999998994,"alive","none","none",1,"m",65,1998,1986,"unavail","driver",0,3,"5:7:1"
"4345",4345,"25-39",494.855999998748,"alive","airbag","belted",0,"m",16,1998,1995,"nodeploy","driver",0,1,"5:10:1"
"4346",4346,"10-24",494.855999998748,"alive","airbag","none",1,"f",44,1998,1995,"deploy","driver",1,1,"5:10:2"
"4348",4348,"25-39",23.5839999997988,"dead","airbag","none",1,"m",42,1998,1995,"deploy","pass",1,4,"5:12:1"
"4351",4351,"25-39",1012.90499999374,"alive","airbag","none",1,"f",64,1998,1990,"deploy","pass",1,2,"5:14:1"
"4353",4353,"10-24",2685.20799997449,"alive","none","belted",0,"f",84,1998,1990,"unavail","driver",0,0,"5:15:1"
"4355",4355,"1-9km/h",982.840999998152,"alive","airbag","belted",1,"m",20,1998,1996,"deploy","driver",1,0,"5:18:1"
"4358",4358,"55+",23.5839999997988,"dead","none","belted",0,"m",26,1998,1988,"unavail","pass",0,4,"5:20:2"
"4359",4359,"10-24",5382.66999995708,"alive","none","none",0,"m",43,1998,1984,"unavail","driver",0,0,"5:23:2"
"4361",4361,"40-54",535.522999994457,"alive","airbag","belted",1,"f",19,1998,1997,"deploy","driver",1,1,"5:24:1"
"4362",4362,"25-39",913.762999996543,"alive","airbag","belted",1,"m",20,1998,1994,"deploy","driver",1,2,"5:25:2"
"4364",4364,"25-39",45.5759999998845,"alive","none","belted",0,"f",48,1998,1989,"unavail","driver",0,1,"5:29:1"
"4367",4367,"55+",23.5839999997988,"alive","airbag","none",1,"m",77,1998,1992,"deploy","driver",1,3,"5:33:1"
"4369",4369,"40-54",20.2559999998193,"alive","none","belted",1,"f",23,1998,1989,"unavail","driver",0,3,"5:34:2"
"4371",4371,"25-39",1190.3069999963,"alive","airbag","belted",0,"f",48,1998,1995,"nodeploy","driver",0,1,"5:36:2"
"4374",4374,"40-54",27.2829999998212,"alive","none","belted",1,"m",50,1998,1994,"unavail","driver",0,1,"5:42:1"
"4375",4375,"40-54",27.2829999998212,"dead","none","none",1,"f",57,1998,1986,"unavail","driver",0,4,"5:43:1"
"4377",4377,"10-24",5246.0189999938,"alive","airbag","belted",1,"m",17,1998,1995,"deploy","driver",1,1,"5:44:2"
"4378",4378,"10-24",5246.0189999938,"alive","airbag","belted",1,"m",16,1998,1995,"deploy","pass",1,0,"5:44:2"
"4380",4380,"25-39",20.2559999998193,"alive","airbag","none",1,"m",28,1998,1992,"deploy","driver",1,0,"5:46:2"
"4383",4383,"25-39",42.0109999999404,"alive","airbag","none",0,"f",26,1998,1996,"deploy","driver",1,3,"5:52:1"
"4385",4385,"40-54",20.2559999998193,"alive","airbag","none",0,"f",22,1998,1992,"nodeploy","driver",0,3,"5:53:1"
"4387",4387,"10-24",20.2559999998193,"alive","none","belted",1,"f",28,1998,1991,"unavail","pass",0,3,"5:55:2"
"4390",4390,"25-39",20.2559999998193,"alive","none","belted",1,"m",53,1998,1987,"unavail","pass",0,3,"5:59:1"
"4391",4391,"10-24",769.519999995828,"alive","airbag","belted",1,"f",27,1998,1997,"deploy","driver",1,1,"5:61:1"
"4393",4393,"40-54",20.2559999998193,"alive","none","none",1,"m",53,1998,1989,"unavail","driver",0,3,"5:65:1"
"4394",4394,"10-24",33.0639999997802,"alive","airbag","belted",0,"f",18,1998,1997,"deploy","driver",1,3,"5:67:1"
"4396",4396,"55+",181.695999998599,"alive","none","none",1,"m",57,1998,1987,"unavail","driver",0,3,"5:75:1"
"4399",4399,"25-39",29.1409999998286,"alive","airbag","belted",1,"m",64,1998,1996,"deploy","driver",1,2,"5:78:1"
"4401",4401,"40-54",570.357999995351,"alive","none","belted",1,"m",39,1998,1966,"unavail","driver",0,0,"5:80:2"
"4403",4403,"10-24",115.566999999806,"alive","none","belted",1,"f",17,1998,1988,"unavail","driver",0,0,"5:83:1"
"4406",4406,"25-39",60.3629999998957,"alive","none","none",0,"f",30,1998,1989,"unavail","driver",0,1,"5:87:2"
"4407",4407,"25-39",921.516999997199,"alive","airbag","belted",0,"f",37,1998,1996,"nodeploy","driver",0,0,"5:88:2"
"4409",4409,"40-54",20.2559999998193,"alive","none","none",1,"m",70,1998,1978,"unavail","driver",0,3,"5:94:1"
"4410",4410,"10-24",20.2559999998193,"alive","airbag","none",0,"m",81,1998,1990,"nodeploy","driver",0,3,"5:95:1"
"4412",4412,"25-39",20.2559999998193,"alive","airbag","none",1,"m",27,1998,1998,"deploy","driver",1,2,"5:95:2"
"4415",4415,"10-24",532.851999998093,"alive","none","belted",0,"m",70,1998,1985,"unavail","driver",0,1,"5:100:2"
"4417",4417,"25-39",443.41099999845,"alive","none","none",1,"m",42,1998,1996,"unavail","pass",0,1,"5:104:2"
"4419",4419,"10-24",443.554999999702,"alive","airbag","belted",0,"f",39,1998,1990,"deploy","driver",1,1,"5:113:1"
"4422",4422,"55+",90.0909999990836,"alive","none","none",1,"m",54,1998,1984,"unavail","driver",0,3,"5:115:2"
"4423",4423,"10-24",90.4399999994785,"alive","airbag","belted",0,"m",39,1998,1995,"nodeploy","driver",0,3,"5:116:2"
"4425",4425,"25-39",695.169999994338,"alive","none","none",1,"m",36,1998,1986,"unavail","driver",0,1,"5:119:2"
"4426",4426,"10-24",2967.45599997044,"alive","airbag","belted",1,"m",21,1998,1989,"deploy","driver",1,0,"5:122:1"
"4428",4428,"10-24",211.449999999255,"alive","airbag","none",0,"m",31,1998,1998,"deploy","driver",1,1,"5:123:1"
"4431",4431,"25-39",360.796999998391,"alive","airbag","belted",0,"m",51,1998,1993,"nodeploy","driver",0,2,"5:125:1"
"4433",4433,"10-24",31.0789999999106,"alive","airbag","none",1,"m",19,1998,1996,"deploy","driver",1,3,"5:128:2"
"4435",4435,"25-39",546.206999994814,"alive","none","belted",1,"m",57,1998,1991,"unavail","driver",0,3,"5:133:1"
